log_fr,log_Mb,habitat,order,family,genus,species,breath_rate,body_mass,sex,activity_level,individual_name,common_name,age,temp,location
0.38,1.833,Semiaquatic,Carnivora,Phocidae,Phoca,largha,2.398832919,68,F,1,Siku,Spotted Seal,8,10.88888889,Water
0.255,2.617,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.798870915,414,M,1,Astro,Steller Sea Lion,17,8.444444444,Water
0.204,2.617,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.599558029,414,M,1,Astro,Steller Sea Lion,17,7.777777778,Air
0.531,2.617,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.396252726,414,M,2,Astro,Steller Sea Lion,17,8.888888889,Water
0.415,2.612,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.600159563,409,M,1,Astro,Steller Sea Lion,17,2.222222222,Air
0.342,2.612,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.197859873,409,M,1,Astro,Steller Sea Lion,17,12.77777778,Air
0.556,2.612,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.597493352,409,M,1,Astro,Steller Sea Lion,17,10.88888889,Water
0.415,2.268,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.600159563,185.5,F,1,Eden,Steller Sea Lion,23,8.444444444,Water
0.38,2.268,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.398832919,185.5,F,1,Eden,Steller Sea Lion,23,8.944444444,Water
0.38,2.268,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.398832919,185.5,F,1,Eden,Steller Sea Lion,23,8.888888889,Water
0.415,2.265,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.600159563,184,F,1,Eden,Steller Sea Lion,23,9.444444444,Water
0.38,2.265,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.398832919,184,F,1,Eden,Steller Sea Lion,23,10.16666667,Water
0.301,2.318,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.99986187,208,F,1,Perl,Steller Sea Lion,7,8.444444444,Water
0.415,2.318,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.600159563,208,F,1,Perl,Steller Sea Lion,7,8.944444444,Water
0.301,2.318,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.99986187,208,F,1,Perl,Steller Sea Lion,7,8.888888889,Water
0.301,2.318,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.99986187,208,F,1,Perl,Steller Sea Lion,7,9.444444444,Water
0.415,2.318,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.600159563,208,F,1,Perl,Steller Sea Lion,7,10.16666667,Water
0.342,2.354,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.197859873,226,F,1,Sitka,Steller Sea Lion,17,8.444444444,Water
0.477,2.354,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.999162519,226,F,1,Sitka,Steller Sea Lion,17,8.944444444,Water
0.255,2.354,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.798870915,226,F,1,Sitka,Steller Sea Lion,17,8.888888889,Water
0.255,2.356,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.798870915,227,F,1,Sitka,Steller Sea Lion,17,9.444444444,Water
0.255,2.356,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.798870915,227,F,1,Sitka,Steller Sea Lion,17,10.16666667,Water
0.278753601,2.934498451,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,1.9,860,M,3,Mirai,Steller Sea Lion,13,21,Water
0.447158031,2.322219295,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.8,210,F,3,Icy,Steller Sea Lion,18,21,Water
0.342422681,2.330413773,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.2,214,F,3,Kiska,Steller Sea Lion,13,21,Water
0.414973348,2.301029996,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.6,200,F,3,Sunny,Steller Sea Lion,4,21,Water
0.51851394,2.892094603,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.3,780,M,3,Mirai,Steller Sea Lion,13,23,Water
0.579783597,2.322219295,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.8,210,F,3,Icy,Steller Sea Lion,18,23,Water
0.579783597,2.330413773,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.8,214,F,3,Kiska,Steller Sea Lion,13,23,Water
0.819543936,2.269512944,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,6.6,186,F,3,Sunny,Steller Sea Lion,4,23,Water
0.579783597,2.84509804,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.8,700,M,3,Mirai,Steller Sea Lion,13,23,Water
0.556302501,2.322219295,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.6,210,F,3,Icy,Steller Sea Lion,18,23,Water
0.579783597,2.330413773,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3.8,214,F,3,Kiska,Steller Sea Lion,13,23,Water
0.748188027,2.269512944,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,5.6,186,F,3,Sunny,Steller Sea Lion,4,23,Water
0.322219295,2.836324116,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.1,686,M,3,Mirai,Steller Sea Lion,13,23,Water
0.414973348,2.328379603,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,2.6,213,F,3,Icy,Steller Sea Lion,18,23,Water
0.477121255,2.336459734,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3,217,F,3,Kiska,Steller Sea Lion,13,23,Water
0.477121255,2.269512944,Semiaquatic,Carnivora,Otariidae,Eumetopias,jubatus,3,186,F,3,Sunny,Steller Sea Lion,4,23,Water
0.397940009,2.972665592,Semiaquatic,Carnivora,Odobenidae,Odobenus,rosmarus,2.5,939,M,2,Thor,Walrus,10,15,Water
0.505149978,2.870988814,Semiaquatic,Carnivora,Odobenidae,Odobenus,rosmarus,3.2,743,M,3,Garik,Walrus,12,16,Water
0.568201724,2.972665592,Semiaquatic,Carnivora,Odobenidae,Odobenus,rosmarus,3.7,939,M,2,Thor,Walrus,10,20,Air
0.278753601,2.770115295,Semiaquatic,Carnivora,Odobenidae,Odobenus,rosmarus,1.9,589,F,2,Frosya,Walrus,12,21,Air
0.301029996,2.971275849,Semiaquatic,Carnivora,Odobenidae,Odobenus,rosmarus,2,936,M,2,Thor,Walrus,10,16,Water
0.255272505,2.872156273,Semiaquatic,Carnivora,Odobenidae,Odobenus,rosmarus,1.8,745,M,1,Garik,Walrus,12,20,Air
1.21,2.265,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,16.21810097,184,M,1,Karl,South American Tapir,12,15,Air
1.322,2.265,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,20.98939884,184,M,1,Karl,South American Tapir,12,15,Air
1.182,2.265,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,15.2054753,184,M,1,Karl,South American Tapir,12,14.4,Air
1.23,2.367,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,16.98243652,232.6,F,1,Tris,South American Tapir,15,15,Air
1.247,2.367,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,17.66037821,232.6,F,1,Tris,South American Tapir,15,15,Air
1.352,2.367,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,22.49054606,232.6,F,1,Tris,South American Tapir,15,15,Air
1.097,2.367,Terrestrial,Perissodactyla,Tapiridae,Tapirus,terrestris,12.5025903,232.6,F,1,Tris,South American Tapir,15,14.4,Air
0.852,3.342,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,7.112135137,2200,M,1,Banyari,White Rhinoceros,25,17.7,Air
0.954,3.27,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,8.994975815,1862,F,1,Imfolizi,White Rhinoceros,32,15,Air
0.643,3.26,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,4.395416154,1820,F,1,Imfolozi,White Rhinoceros,32,14,Air
0.954,3.26,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,8.994975815,1820,F,1,Imfolozi,White Rhinoceros,32,14,Air
0.681,3.26,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,4.797334486,1820,F,1,Imfolozi,White Rhinoceros,32,14.4,Air
0.903,3.26,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,7.99834255,1820,F,1,Imfolozi,White Rhinoceros,32,14.8,Air
0.929,3.27,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,8.49180475,1862,F,1,Imfolozi,White Rhinoceros,32,15,Air
0.978,3.27,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,9.506047937,1862,F,1,Imfolozi,White Rhinoceros,32,15,Air
0.732,3.33,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,5.395106225,2138,F,1,Namakula,White Rhinoceros,26,14,Air
0.991,3.332,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,9.794899854,2150,F,1,Namakula,White Rhinoceros,26,14,Air
0.716,3.332,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,5.199959965,2150,F,1,Namakula,White Rhinoceros,26,14.4,Air
0.806,3.332,Terrestrial,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,6.397348355,2150,F,1,Namakula,White Rhinoceros,26,14.8,Air
0.985,3.597,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,9.66050879,3950,F,1,Bua,Asian Elephant,26,18,Air
0.919,3.597,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,8.298507675,3950,F,1,Bua,Asian Elephant,26,17.7,Air
0.732,3.597,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,5.395106225,3950,F,1,Bua,Asian Elephant,26,17.7,Air
0.855,3.524,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,7.161434102,3340,F,1,Saonoi,Asian Elephant,27,18,Air
0.699,3.524,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,5.00034535,3340,F,1,Saonoi,Asian Elephant,27,17.7,Air
0.806,3.524,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,6.397348355,3340,F,1,Saonoi,Asian Elephant,27,17.7,Air
0.732,3.722,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,5.395106225,5270,M,1,Tonsak,Asian Elephant,25,17.7,Air
0.716,3.722,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,5.199959965,5270,M,1,Tonsak,Asian Elephant,25,17.7,Air
0.243,3.722,Terrestrial,Proboscidea,Elephantidae,Elephas,maximus,1.749846689,5270,M,1,Tonsak,Asian Elephant,25,18,Air
1.646,1.633,Terrestrial,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,44.25883724,43,F,1,Capytan,Capybara,1,15,Air
1.595,1.633,Terrestrial,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,39.35500755,43,F,1,Capytan,Capybara,1,15,Air
1.524,1.633,Terrestrial,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,33.419504,43,F,1,Capytan,Capybara,1,14.4,Air
1.358,1.74,Terrestrial,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,22.80342072,55,M,1,Kenneth,Capybara,5,15,Air
1.469,1.74,Terrestrial,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,29.44421634,55,M,1,Kenneth,Capybara,5,15,Air
1.519,1.74,Terrestrial,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,33.0369541,55,M,1,Kenneth,Capybara,5,14.4,Air
0.079,2.954,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,1.199499303,900,F,1,Clarity,Florida Manatee,14,26.5,Water
0.079,2.954,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,1.199499303,900,F,1,Clarity,Florida Manatee,14,26,Water
-0.097,2.954,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,0.799834255,900,F,1,Clarity,Florida Manatee,14,26.4,Water
-0.398,3.301,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,0.39994475,2000,F,1,Juliet,Florida Manatee,65,26.5,Water
-0.398,3.301,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,0.39994475,2000,F,1,Juliet,Florida Manatee,65,26,Water
-0.699,3.301,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,0.199986187,2000,F,1,Juliet,Florida Manatee,65,26.4,Water
0.204,3.204,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,1.599558029,1600,M,1,Romeo,Florida Manatee,66,26,Water
0.079,3.204,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,1.199499303,1600,M,2,Romeo,Florida Manatee,66,26.4,Water
-0.097,3.204,Aquatic,Sirenia,Trichechidae,Trichechus,manatus latirostris,0.799834255,1600,M,2,Romeo,Florida Manatee,66,27,Water
-0.398,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,1650,F,1,Africa,Manatee,6,26.98,Water
-0.398,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,1650,F,1,Africa,Manatee,6,27.15,Water
-0.398,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,1650,F,1,Africa,Manatee,6,27.41,Water
-0.398,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,250,F,2,Bombón,Manatee,7,31.44,Water
-0.699,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,250,F,2,Bombón,Manatee,7,31.54,Water
-0.699,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,250,F,1,Bombón,Manatee,7,31.59,Water
-0.398,2.477,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,300,M,1,César,Manatee,16,31.1,Water
-0.097,2.477,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.799834255,300,M,2,César,Manatee,16,31.33,Water
-0.398,2.477,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,300,M,2,César,Manatee,16,31.31,Water
-0.097,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.799834255,1650,F,1,Conchis,Manatee,9,26.98,Water
-0.222,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.599791076,1650,F,2,Conchis,Manatee,9,27.15,Water
-0.222,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.599791076,1650,F,1,Conchis,Manatee,9,27.41,Water
-0.398,2.699,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,500,F,2,Dorothy,Manatee,20,31.44,Water
-0.222,2.699,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.599791076,500,F,2,Dorothy,Manatee,20,31.54,Water
-0.699,2.699,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,500,F,1,Dorothy,Manatee,20,31.59,Water
-0.699,2.477,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,300,M,1,Fabián,Manatee,23,31.1,Water
-0.222,2.477,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.599791076,300,M,2,Fabián,Manatee,23,31.33,Water
-0.699,2.477,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,300,M,2,Fabián,Manatee,23,31.31,Water
-0.398,2.778,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,600,F,1,Julietas,Manatee,22,31.44,Water
-0.398,2.778,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,600,F,2,Julietas,Manatee,22,31.54,Water
-0.699,2.778,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,600,F,2,Julietas,Manatee,22,31.59,Water
-0.097,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.799834255,250,F,2,Michelín,Manatee,5,31.44,Water
0.079,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,1.199499303,250,F,2,Michelín,Manatee,5,31.54,Water
-0.398,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,250,F,1,Michelín,Manatee,5,31.59,Water
-0.398,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,250,M,1,Quijote,Manatee,15,31.1,Water
-0.796,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.159955803,250,M,1,Quijote,Manatee,15,31.33,Water
-0.398,2.398,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,250,M,2,Quijote,Manatee,15,31.31,Water
-0.699,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,1650,F,1,Sabina,Manatee,16,26.98,Water
-0.398,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,1650,F,1,Sabina,Manatee,16,27.15,Water
-0.699,3.217,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.199986187,1650,F,1,Sabina,Manatee,16,27.41,Water
-0.398,2.301,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,200,F,2,Sassil,Manatee,3,31.44,Water
-0.398,2.301,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,200,F,1,Sassil,Manatee,3,31.54,Water
-0.398,2.301,Aquatic,Sirenia,Trichechidae,Trichechus,manatus,0.39994475,200,F,2,Sassil,Manatee,3,31.59,Water
