common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,sex,fr,order,family,genus,species,habitat,Where measured,log_Mb,log_fr,habitat,breath_rate,temp,location
California sea lion ,Pyp,F,85.3,14,5,2,MysticAquarium,10,85.3,F,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.931,0.447,semiaquatic,2.79898132,22.27777778,water
California sea lion ,Pyp,F,85.3,14,5,2,MysticAquarium,10,85.3,F,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.931,0.447,semiaquatic,2.79898132,22.27777778,water
Manatee,Quijote,M,250,2,5,1,DolphinCo-Dreams,15,250,M,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.398,aquatic,0.39994475,31.1,water
Manatee,Quijote,M,250,0.8,5,1,DolphinCo-Dreams,15,250,M,0.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.796,aquatic,0.159955803,31.33,water
Manatee,Quijote,M,250,2,5,2,DolphinCo-Dreams,15,250,M,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.398,aquatic,0.39994475,31.31,water
Bottlenose dolphin,QUINA,F,151.2,6,5,2,DolphinCo-ZooMarine,21,151.2,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.18,0.079,aquatic,1.199499303,25.6,water
Bottlenose dolphin,QUINA,F,151.2,8,5,2,DolphinCo-ZooMarine,21,151.2,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.18,0.204,aquatic,1.599558029,24.4,water
Bottlenose dolphin,QUINA,F,151.2,10,5,3,DolphinCo-ZooMarine,21,151.2,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.18,0.301,aquatic,1.99986187,24.5,water
Grey Seal,Quling,M,111,21,5,3,ZooMarine,10,111,M,4.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.045,0.623,semiaquatic,4.19758984,19.4,water
Grey Seal,Quling,M,111,16,5,1,ZooMarine,10,111,M,3.2,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,air,2.045,0.505,semiaquatic,3.19889511,13,air
Grey Seal,Quling,M,110,17,5,2,ZooMarine,10,110,M,3.4,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.041,0.531,semiaquatic,3.396252726,20.1,water
Grey Seal,Quling,M,110,12,5,2,ZooMarine,10,110,M,2.4,Carnivora,Phocidae,Halichoerus ,grypus,semiaquatic,water,2.041,0.38,semiaquatic,2.398832919,20.2,water
Bactarian camel,Ranja,F,645,67,5,1,Kolmarden,6,645,F,13.4,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.81,1.127,terrestrial,13.39676687,1,air
Bactarian camel,Ranja,F,645,71,5,1,Kolmarden,6,645,F,14.2,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.81,1.152,terrestrial,14.19057522,1,air
Bactarian camel,Ranja,F,645,63,5,1,Kolmarden,6,645,F,12.6,Artiodactyla,Camelidae, Camelus,bactrianus,terrestrial,air,2.81,1.1,terrestrial,12.58925412,1,air
Bottlenose dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0,aquatic,1,29,water
Bottlenose dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0,aquatic,1,29,water
Bottlenose dolphin,Reggae,M,150,5,5,1,DolphinCo-Cayman,15,150,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0,aquatic,1,29,water
Rough toothed dolphin,Rex,M,95.3,8,5,1,Clearwater,10,95.3,M,1.6,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.979,0.204,aquatic,1.599558029,26,water
Rough toothed dolphin,Rex,M,95.3,7,5,1,Clearwater,10,95.3,M,1.4,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.979,0.146,aquatic,1.399587323,24,water
Rough toothed dolphin,Rex,M,95.3,8,5,1,Clearwater,10,95.3,M,1.6,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.979,0.204,aquatic,1.599558029,24,water
Rough toothed dolphin,Rex,M,95.3,8,5,1,Clearwater,10,95.3,M,1.6,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.979,0.204,aquatic,1.599558029,24,water
Bottlenose dolphin,Richie,M,172,11,5,2,DolphinCo-Cayman,19,172,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.236,0.342,aquatic,2.197859873,29,water
Bottlenose dolphin,Richie,M,172,20,5,3,DolphinCo-Cayman,19,172,M,4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.236,0.602,aquatic,3.999447498,29,water
Bottlenose dolphin,Richie,M,172,8,5,2,DolphinCo-Cayman,19,172,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.236,0.204,aquatic,1.599558029,29,water
Bottlenose dolphin,Ringo,M,149,9,5,1,DolphinCo-MSQ,13,149,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,Ringo,M,149,7,5,2,DolphinCo-MSQ,13,149,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Ringo,M,149,7,5,2,DolphinCo-MSQ,13,149,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Ripley,M,174,6,5,2,DolphinCo-MSQ,30,174,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.241,0.079,aquatic,1.199499303,31,water
Bottlenose dolphin,Ripley,M,174,6,5,2,DolphinCo-MSQ,30,174,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.241,0.079,aquatic,1.199499303,31,water
Bottlenose dolphin,Ripley,M,174,8,5,2,DolphinCo-MSQ,30,174,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.241,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,ROBIN,M,195,7,5,1,DolphinCo-ZooMarine,41,195,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.29,0.146,aquatic,1.399587323,25.6,water
Bottlenose dolphin,ROBIN,M,195,8,5,2,DolphinCo-ZooMarine,41,195,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.29,0.204,aquatic,1.599558029,24.4,water
Bottlenose dolphin,ROBIN,M,195,10,5,2,DolphinCo-ZooMarine,41,195,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.29,0.301,aquatic,1.99986187,24.5,water
Harbour seal ,ROGUE,F,67,19,5,2,DolphinCo-MSQ,5,67,F,3.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.826,0.58,semiaquatic,3.801893963,26.5,water
Harbour seal ,ROGUE,F,67,12,5,1,DolphinCo-MSQ,5,67,F,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.826,0.38,semiaquatic,2.398832919,27.7,water
Harbour seal ,ROGUE,F,67,20,5,2,DolphinCo-MSQ,5,67,F,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.826,0.602,semiaquatic,3.999447498,26.4,water
Bottlenose dolphin,Romeos,M,166,8,5,2,DolphinCo-PuntaCana,19,166,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.22,0.204,aquatic,1.599558029,28.69,water
Bottlenose dolphin,Romeos,M,166,9,5,2,DolphinCo-PuntaCana,19,166,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.22,0.255,aquatic,1.798870915,28.84,water
Bottlenose dolphin,Romeos,M,166,13,5,3,DolphinCo-PuntaCana,19,166,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.22,0.415,aquatic,2.600159563,28.63,water
Florida manatee ,ROMEO,M,1600,8,5,1,DolphinCo-MSQ,66,1600,M,1.6,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,3.204,0.204,aquatic,1.599558029,26,water
Florida manatee ,ROMEO,M,1600,6,5,2,DolphinCo-MSQ,66,1600,M,1.2,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,3.204,0.079,aquatic,1.199499303,26.4,water
Florida manatee ,ROMEO,M,1600,4,5,2,DolphinCo-MSQ,66,1600,M,0.8,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,3.204,-0.097,aquatic,0.799834255,27,water
Rough toothed dolphin,Rudy,M,80.7,7,5,1,Clearwater,7,80.7,M,1.4,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.907,0.146,aquatic,1.399587323,26,water
Rough toothed dolphin,Rudy,M,80.7,8,5,1,Clearwater,7,80.7,M,1.6,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.907,0.204,aquatic,1.599558029,24,water
Rough toothed dolphin,Rudy,M,80.7,4,5,1,Clearwater,7,80.7,M,0.8,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.907,-0.097,aquatic,0.799834255,24,water
Rough toothed dolphin,Rudy,M,80.7,7,5,2,Clearwater,7,80.7,M,1.4,Artiodactyla,Delphinidae,Steno,bredanensis,aquatic,water,1.907,0.146,aquatic,1.399587323,24,water
Manatee,Sabina,F,1650,1,5,1,DolphinCo-IslaMujeres,16,1650,F,0.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,3.217,-0.699,aquatic,0.199986187,26.98,water
Manatee,Sabina,F,1650,2,5,1,DolphinCo-IslaMujeres,16,1650,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,3.217,-0.398,aquatic,0.39994475,27.15,water
Manatee,Sabina,F,1650,1,5,1,DolphinCo-IslaMujeres,16,1650,F,0.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,3.217,-0.699,aquatic,0.199986187,27.41,water
Lion,Saida,F,195,40,5,1,Kolmarden,14,195,F,8,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.29,0.903,terrestrial,7.99834255,15,air
Lion,Saida,F,195,110,5,1,Kolmarden,14,195,F,22,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.29,1.342,terrestrial,21.97859873,14,air
Lion,Saida,F,195,49,5,1,Kolmarden,14,195,F,9.8,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.29,0.991,terrestrial,9.794899854,14,air
Lion,Saida,F,195,68,5,1,Kolmarden,14,195,F,13.6,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.29,1.134,terrestrial,13.61444682,14,air
Lion,Saida,F,195,40,5,1,Kolmarden,14,195,F,8,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.29,0.903,terrestrial,7.99834255,14,air
California sea lion ,Sakari,F,75.6,17,5,1,MysticAquarium,15,75.6,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.879,0.531,semiaquatic,3.396252726,22.22222222,water
California sea lion ,Sakari,F,76.2,12,5,2,MysticAquarium,15,76.2,F,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.38,semiaquatic,2.398832919,23,water
California sea lion ,Sakari,F,76.2,8,5,2,MysticAquarium,15,76.2,F,1.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.204,semiaquatic,1.599558029,22,water
California sea lion ,Sakari,F,76.2,8,5,2,MysticAquarium,15,76.2,F,1.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.204,semiaquatic,1.599558029,22.27777778,water
California sea lion ,Sakari,F,76.2,13,5,2,MysticAquarium,15,76.2,F,2.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.882,0.415,semiaquatic,2.600159563,22.27777778,water
California sea lion ,SAKE,F,98,22,5,2,DolphinCo-MSQ,11,98,F,4.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.991,0.643,semiaquatic,4.395416154,27,water
California sea lion ,SAKE,F,98,42,5,3,DolphinCo-MSQ,11,98,F,8.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.991,0.924,semiaquatic,8.394599865,27.4,water
California sea lion ,SAKE,F,98,18,5,2,DolphinCo-MSQ,11,98,F,3.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.991,0.556,semiaquatic,3.597493352,27.1,water
Bottlenose dolphin,Sally,F,158,6,5,1,DolphinCo-Cayman,19,158,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.079,aquatic,1.199499303,29,water
Bottlenose dolphin,Sally,F,158,9,5,2,DolphinCo-Cayman,19,158,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Sally,F,158,8,5,2,DolphinCo-Cayman,19,158,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.199,0.204,aquatic,1.599558029,29,water
South african fur seal ,Säly,F,57,10,5,1,Kolmarden,10,57,F,2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.756,0.301,semiaquatic,1.99986187,8,air
South african fur seal ,Säly,F,57,9,5,1,Kolmarden,10,57,F,1.8,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.756,0.255,semiaquatic,1.798870915,16,air
South african fur seal ,Säly,F,57,11,5,1,Kolmarden,10,57,F,2.2,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.756,0.342,semiaquatic,2.197859873,10,air
South african fur seal ,Säly,F,55,19,5,1,Kolmarden,10,55,F,3.8,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,air,1.74,0.58,semiaquatic,3.801893963,25,air
South african fur seal ,Säly,F,57,5,1,2,Kolmarden,10,57,F,5,Carnivora,Otariidae,Arctocephalus,pusillus,semiaquatic,water,1.756,0.699,semiaquatic,5.00034535,4.1,water
Bottlenose dolphin,Samantha,F,198,6,5,2,DolphinCo-MSQ,37,198,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.297,0.079,aquatic,1.199499303,31,water
Bottlenose dolphin,Samantha,F,198,8,5,2,DolphinCo-MSQ,37,198,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.297,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,Samantha,F,198,7,5,2,DolphinCo-MSQ,37,198,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.297,0.146,aquatic,1.399587323,31,water
Asiatisk elephant,Saonoi,F,3340,43,6,1,Kolmarden,27,3340,F,7.2,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.524,0.855,terrestrial,7.161434102,18,air
Asiatisk elephant,Saonoi,F,3340,25,5,1,Kolmarden,27,3340,F,5,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.524,0.699,terrestrial,5.00034535,17.7,air
Asiatisk elephant,Saonoi,F,3340,32,5,1,Kolmarden,27,3340,F,6.4,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.524,0.806,terrestrial,6.397348355,17.7,air
Manatee,Sassil ,F,200,2,5,2,DolphinCo-PuertoAventuras,3,200,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.301,-0.398,aquatic,0.39994475,31.44,water
Manatee,Sassil ,F,200,2,5,1,DolphinCo-PuertoAventuras,3,200,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.301,-0.398,aquatic,0.39994475,31.54,water
Manatee,Sassil ,F,200,2,5,2,DolphinCo-PuertoAventuras,3,200,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.301,-0.398,aquatic,0.39994475,31.59,water
Harbour seal ,SCALLOP,F,84,15,5,2,DolphinCo-MSQ,8,84,F,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.924,0.477,semiaquatic,2.999162519,26.5,water
Harbour seal ,SCALLOP,F,84,29,5,3,DolphinCo-MSQ,8,84,F,5.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.924,0.763,semiaquatic,5.794286964,27.7,water
Harbour seal ,SCALLOP,F,84,18,5,1,DolphinCo-MSQ,8,84,F,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.924,0.556,semiaquatic,3.597493352,26.4,water
Bottlenose dolphin,SCARLET,F,170,8,5,1,DolphinCo-Maroma,34,170,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.204,aquatic,1.599558029,29,water
Bottlenose dolphin,SCARLET,F,170,11,5,1,DolphinCo-Maroma,34,170,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.342,aquatic,2.197859873,30,water
Bottlenose dolphin,SCARLET,F,170,15,5,2,DolphinCo-Maroma,34,170,F,3,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.477,aquatic,2.999162519,31,water
Bottlenose dolphin,Shakira,F,135,4,5,1,DolphinCo-PuntaCana,16,135,F,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.13,-0.097,aquatic,0.799834255,28.57,water
Bottlenose dolphin,Shakira,F,135,7,5,2,DolphinCo-PuntaCana,16,135,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.13,0.146,aquatic,1.399587323,28.63,water
Bottlenose dolphin,Shakira,F,135,8,5,2,DolphinCo-PuntaCana,16,135,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.13,0.204,aquatic,1.599558029,28.5,water
Bottlenose dolphin,Sherlock,F,105,8,5,2,DolphinCo-Cayman,6,105,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.021,0.204,aquatic,1.599558029,29,water
Bottlenose dolphin,Sherlock,F,105,9,5,2,DolphinCo-Cayman,6,105,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.021,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Sherlock,F,105,6,5,1,DolphinCo-Cayman,6,105,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.021,0.079,aquatic,1.199499303,29,water
California sea lion ,Shouka,F,81.8,22,5,2,Amneville,11,81.8,F,4.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.913,0.643,semiaquatic,4.395416154,18,water
California sea lion ,Shouka,F,92.8,14,5,2,Amneville,11,92.8,F,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.968,0.447,semiaquatic,2.79898132,18,water
California sea lion ,Shouka,F,93.4,19,5,2,Amneville,11,93.4,F,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.97,0.58,semiaquatic,3.801893963,18,water
California sea lion ,Shouka,F,94,21,5,2,Amneville,11,94,F,4.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.973,0.623,semiaquatic,4.19758984,18,water
California sea lion ,Shouka,F,92.4,17,5,2,Amneville,11,92.4,F,3.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.966,0.531,semiaquatic,3.396252726,17,water
Spotted Seal,Siku,F,68,6,5,2,MysticAquarium,8,68,F,1.2,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.833,0.079,semiaquatic,1.199499303,8.888888889,water
Spotted Seal,Siku,F,68,8,5,1,MysticAquarium,8,68,F,1.6,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.833,0.204,semiaquatic,1.599558029,10.16666667,water
Spotted Seal,Siku,F,68,12,5,1,MysticAquarium,8,68,F,2.4,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.833,0.38,semiaquatic,2.398832919,11,water
Spotted Seal,Siku,F,68,12,5,1,MysticAquarium,8,68,F,2.4,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.833,0.38,semiaquatic,2.398832919,10.27777778,water
Spotted Seal,Siku,F,68,13,5,1,MysticAquarium,8,68,F,2.6,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.833,0.415,semiaquatic,2.600159563,10,water
Spotted Seal,Siku,F,68,12,5,1,MysticAquarium,8,68,F,2.4,Carnivora,Phocidae,Phoca,largha,semiaquatic,water,1.833,0.38,semiaquatic,2.398832919,10.88888889,water
Bottlenose dolphin,Simbad ,M,159,12,5,2,DolphinCo-IslaMujeres,26,159,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.201,0.38,aquatic,2.398832919,27.93,water
Bottlenose dolphin,Simbad ,M,159,6,5,1,DolphinCo-IslaMujeres,26,159,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.201,0.079,aquatic,1.199499303,27.15,water
Bottlenose dolphin,Simbad ,M,159,5,5,1,DolphinCo-IslaMujeres,26,159,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.201,0,aquatic,1,27.41,water
Bottlenose dolphin,Sissy,F,133,10,5,2,ZooMarine,13,133,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.124,0.301,aquatic,1.99986187,17.5,water
Bottlenose dolphin,Sissy,F,133,13,5,2,ZooMarine,13,133,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.124,0.415,aquatic,2.600159563,16.8,water
Bottlenose dolphin,Sissy,F,133,14,5,2,ZooMarine,13,133,F,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.124,0.447,aquatic,2.79898132,18.5,water
Steller Sea Lion,Sitka,F,226,11,5,1,MysticAquarium,17,226,F,2.2,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,water,2.354,0.342,semiaquatic,2.197859873,8.444444444,water
Steller Sea Lion,Sitka,F,226,15,5,1,MysticAquarium,17,226,F,3,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,water,2.354,0.477,semiaquatic,2.999162519,8.944444444,water
Steller Sea Lion,Sitka,F,226,9,5,1,MysticAquarium,17,226,F,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,water,2.354,0.255,semiaquatic,1.798870915,8.888888889,water
Steller Sea Lion,Sitka,F,227,9,5,1,MysticAquarium,17,227,F,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,water,2.356,0.255,semiaquatic,1.798870915,9.444444444,water
Steller Sea Lion,Sitka,F,227,9,5,1,MysticAquarium,17,227,F,1.8,Carnivora,Otariidae,Eumetopias, jubatus,semiaquatic,water,2.356,0.255,semiaquatic,1.798870915,10.16666667,water
Bottlenose dolphin,Skye,F,171,7,5,2,DolphinCo-MSQ,26,171,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.233,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Skye,F,171,6,5,2,DolphinCo-MSQ,26,171,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.233,0.079,aquatic,1.199499303,31,water
Bottlenose dolphin,Skye,F,171,7,5,2,DolphinCo-MSQ,26,171,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.233,0.146,aquatic,1.399587323,31,water
California sea lion ,SNAPPER,F,73,20,5,3,DolphinCo-MSQ,11,73,F,4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.602,semiaquatic,3.999447498,26.5,water
California sea lion ,SNAPPER,F,73,46,5,3,DolphinCo-MSQ,11,73,F,9.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.964,semiaquatic,9.204495718,27.1,water
California sea lion ,SNAPPER,F,73,38,5,3,DolphinCo-MSQ,11,73,F,7.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.881,semiaquatic,7.603262769,27.5,water
Bottlenose dolphin,Sofia,F,138,9,5,2,DolphinCo-CostaMaya,9,138,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.255,aquatic,1.798870915,30.22,water
Bottlenose dolphin,Sofia,F,138,9,5,2,DolphinCo-CostaMaya,9,138,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.255,aquatic,1.798870915,30.28,water
Bottlenose dolphin,Sofia,F,138,11,5,2,DolphinCo-CostaMaya,9,138,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.342,aquatic,2.197859873,30.37,water
Bottlenose dolphin,Soraida,F,138,9,5,2,DolphinCo-CostaMaya,8,138,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.255,aquatic,1.798870915,30.24,water
Bottlenose dolphin,Soraida,F,138,9,5,2,DolphinCo-CostaMaya,8,138,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.255,aquatic,1.798870915,30.2,water
Bottlenose dolphin,Soraida,F,138,10,5,2,DolphinCo-CostaMaya,8,138,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.14,0.301,aquatic,1.99986187,30.2,water
Harbor Seal,Spanky,M,126,20,5,1,MysticAquarium,23,126,M,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.1,0.602,semiaquatic,3.999447498,8.944444444,water
Harbor Seal,Spanky,M,126,5,5,1,MysticAquarium,24,126,M,1,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.1,0,semiaquatic,1,8.888888889,water
Harbor Seal,Spanky,M,126,9,5,1,MysticAquarium,24,126,M,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.1,0.255,semiaquatic,1.798870915,10.16666667,water
Harbor Seal,Spanky,M,126,9,5,1,MysticAquarium,24,126,M,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.1,0.255,semiaquatic,1.798870915,11,water
Harbor Seal,Spanky,M,126,16,5,1,MysticAquarium,24,126,M,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.1,0.505,semiaquatic,3.19889511,10.27777778,water
Bottlenose dolphin,Squirt,F,147,10,5,2,DolphinCo-MSQ,13,147,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.167,0.301,aquatic,1.99986187,31,water
Bottlenose dolphin,Squirt,F,147,8,5,2,DolphinCo-MSQ,13,147,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.167,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,Squirt,F,147,8,5,2,DolphinCo-MSQ,13,147,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.167,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,Star,F,161,9,5,2,DolphinCo-MSQ,24,161,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.207,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,Star,F,161,7,5,2,DolphinCo-MSQ,24,161,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.207,0.146,aquatic,1.399587323,31,water
