common_name,individual_name,sex,body_mass,numberbreaths,obsperiod,activity_level,Institution,age,mb,sex,fr,order,family,genus,species,habitat,Where measured,log_Mb,log_fr,habitat,breath_rate,temp,location
Bottlenose dolphin,Axl,M,190.9,16,5,1,MississipiAquarium,13,190.9090909,M,3.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.281,0.505,aquatic,3.19889511,25.66666667,water
Bottlenose dolphin,Axl,M,192.3,10,5,1,MississipiAquarium,13,192.2727273,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.284,0.301,aquatic,1.99986187,26.33333333,water
Bottlenose dolphin,Azteca,F,170,13,5,2,DolphinCo-IslaMujeres,28,170,F,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.415,aquatic,2.600159563,26.98,water
Bottlenose dolphin,Azteca,F,170,10,5,2,DolphinCo-IslaMujeres,28,170,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.301,aquatic,1.99986187,27.15,water
Bottlenose dolphin,Azteca,F,170,12,5,2,DolphinCo-IslaMujeres,28,170,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.23,0.38,aquatic,2.398832919,27.41,water
Harbor porpoise,B,F,36.2,11,5,2,Fjord&Baelt,4,36.2,F,2.2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.559,0.342,aquatic,2.197859873,16,water
Harbor porpoise,B,F,36.2,9,5,2,Fjord&Baelt,4,36.2,F,1.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.559,0.255,aquatic,1.798870915,15,water
Harbor porpoise,B,F,36.2,10,5,2,Fjord&Baelt,4,36.2,F,2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.559,0.301,aquatic,1.99986187,17,water
Harbor porpoise,B,M,35.5,15,5,3,Fjord&Baelt,4,35.5,M,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.477,aquatic,2.999162519,20,water
Harbor porpoise,B,M,35.5,17,5,3,Fjord&Baelt,4,35.5,M,3.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.531,aquatic,3.396252726,17,water
Harbor porpoise,B,F,36.2,15,5,2,Fjord&Baelt,4,36.2,F,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.559,0.477,aquatic,2.999162519,21,water
White rhinoceros,Banyari,M,2200,32,4.5,1,Kolmarden,25,2200,M,7.1,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,terrestrial,air,3.342,0.852,terrestrial,7.112135137,17.7,air
California sea lion ,BERKLEY,M,164,15,5,2,DolphinCo-MSQ,5,164,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.215,0.477,semiaquatic,2.999162519,27,water
California sea lion ,BERKLEY,M,164,14,5,2,DolphinCo-MSQ,5,164,M,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.215,0.447,semiaquatic,2.79898132,26.4,water
California sea lion ,BERKLEY,M,164,15,5,2,DolphinCo-MSQ,5,164,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.215,0.477,semiaquatic,2.999162519,26.5,water
Bottlenose dolphin,Bimini,F,197,6,5,1,DolphinCo-MSQ,24,197,F,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.294,0.079,aquatic,1.199499303,31,water
Bottlenose dolphin,Bimini,F,197,7,5,2,DolphinCo-MSQ,24,197,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.294,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Bimini,F,197,9,5,2,DolphinCo-MSQ,24,197,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.294,0.255,aquatic,1.798870915,30,water
Bottlenose dolphin,Bio,M,181,12,5,2,ZooMarine,13,181,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.258,0.38,aquatic,2.398832919,19.4,water
Bottlenose dolphin,Bio,M,181,18,5,2,ZooMarine,13,181,M,3.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.258,0.556,aquatic,3.597493352,19.8,water
Bottlenose dolphin,Bio,M,181,13,5,2,ZooMarine,13,181,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.258,0.415,aquatic,2.600159563,19.2,water
Bottlenose dolphin,Blue,M,181,10,5,2,ZooMarine,9,181,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.258,0.301,aquatic,1.99986187,17.5,water
Bottlenose dolphin,Blue,M,181,18,5,2,ZooMarine,9,181,M,3.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.258,0.556,aquatic,3.597493352,16.8,water
Bottlenose dolphin,Blue,M,181,17,5,2,ZooMarine,9,181,M,3.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.258,0.531,aquatic,3.396252726,18.5,water
Manatee,Bombón ,F,250,2,5,2,DolphinCo-PuertoAventuras,7,250,F,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.398,aquatic,0.39994475,31.44,water
Manatee,Bombón ,F,250,1,5,2,DolphinCo-PuertoAventuras,7,250,F,0.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.699,aquatic,0.199986187,31.54,water
Manatee,Bombón ,F,250,1,5,1,DolphinCo-PuertoAventuras,7,250,F,0.2,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.398,-0.699,aquatic,0.199986187,31.59,water
Harbor Seal,Bristol,F,64,9,5,1,MysticAquarium,10,64,F,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.806,0.255,semiaquatic,1.798870915,8.888888889,water
Harbor Seal,Bristol,F,64,16,5,1,MysticAquarium,10,64,F,3.2,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.806,0.505,semiaquatic,3.19889511,11,water
Harbor Seal,Bristol,F,64,18,5,1,MysticAquarium,10,64,F,3.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.806,0.556,semiaquatic,3.597493352,10.27777778,water
Harbor Seal,Bristol,F,64,9,5,1,MysticAquarium,10,64,F,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.806,0.255,semiaquatic,1.798870915,10,water
Harbor Seal,Bristol,F,64,9,5,1,MysticAquarium,10,64,F,1.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.806,0.255,semiaquatic,1.798870915,10.88888889,water
Asiatisk elephant,Bua,F,3950,29,3,1,Kolmarden,26,3950,F,9.7,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.597,0.985,terrestrial,9.66050879,18,air
Asiatisk elephant,Bua,F,3950,27,3.25,1,Kolmarden,26,3950,F,8.3,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.597,0.919,terrestrial,8.298507675,17.7,air
Asiatisk elephant,Bua,F,3950,27,5,1,Kolmarden,26,3950,F,5.4,Proboscidea,Elephantidae,Elephas,maximus,terrestrial,air,3.597,0.732,terrestrial,5.395106225,17.7,air
California sea lion ,BUD,M,300,12,5,1,DolphinCo-MSQ,19,300,M,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.477,0.38,semiaquatic,2.398832919,27,water
California sea lion ,BUD,M,300,20,5,2,DolphinCo-MSQ,19,300,M,4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.477,0.602,semiaquatic,3.999447498,27.4,water
California sea lion ,BUD,M,300,21,5,2,DolphinCo-MSQ,19,300,M,4.2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.477,0.623,semiaquatic,4.19758984,27.1,water
Harbor porpoise,C,M,35.5,14,5,2,Fjord&Baelt,4,35.5,M,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.447,aquatic,2.79898132,16,water
Harbor porpoise,C,M,35.5,10,5,2,Fjord&Baelt,4,35.5,M,2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.301,aquatic,1.99986187,15,water
Harbor porpoise,C,M,35.5,11,5,3,Fjord&Baelt,4,35.5,M,2.2,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.342,aquatic,2.197859873,17,water
Harbor porpoise,C,M,35.5,17,5,3,Fjord&Baelt,4,35.5,M,3.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.531,aquatic,3.396252726,20,water
Harbor porpoise,C,M,35.5,12,5,2,Fjord&Baelt,4,35.5,M,2.4,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.55,0.38,aquatic,2.398832919,21,water
Harbor porpoise,A,F,67.6,15,5,3,Fjord&Baelt,28,67.6,F,3,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.83,0.477,aquatic,2.999162519,17,water
Harbor porpoise,A,F,67.6,14,5,2,Fjord&Baelt,28,67.6,F,2.8,Artiodactyla,Phocoenidae,Phocoena,phocoena,aquatic,water,1.83,0.447,aquatic,2.79898132,20,water
California sea lion ,Calis,F,76.6,14,5,2,MysticAquarium,15,76.6,F,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.884,0.447,semiaquatic,2.79898132,23,water
California sea lion ,Calis,F,76.6,12,5,1,MysticAquarium,15,76.6,F,2.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.884,0.38,semiaquatic,2.398832919,22,water
California sea lion ,Calis,F,76.6,4,5,2,MysticAquarium,15,76.6,F,0.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.884,-0.097,semiaquatic,0.799834255,22.27777778,water
California sea lion ,Calis,F,76.6,10,5,1,MysticAquarium,15,76.6,F,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.884,0.301,semiaquatic,1.99986187,22.27777778,water
Harbour seal ,CALI,F,77,3,5,1,DolphinCo-MSQ,13,77,F,0.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.886,-0.222,semiaquatic,0.599791076,26.5,water
Harbour seal ,CALI,F,77,7,5,1,DolphinCo-MSQ,13,77,F,1.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.886,0.146,semiaquatic,1.399587323,27.7,water
Harbour seal ,CALI,F,77,23,5,1,DolphinCo-MSQ,13,77,F,4.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.886,0.663,semiaquatic,4.602565736,27,water
Bottlenose dolphin,Calypso,F,174,9,5,2,DolphinCo-MSQ,9,174,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.241,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,Calypso,F,174,8,5,2,DolphinCo-MSQ,9,174,F,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.241,0.204,aquatic,1.599558029,31,water
Bottlenose dolphin,Calypso,F,174,7,5,2,DolphinCo-MSQ,9,174,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.241,0.146,aquatic,1.399587323,30,water
Harbour seal ,CANE,M,103,3,5,1,DolphinCo-MSQ,13,103,M,0.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.013,-0.222,semiaquatic,0.599791076,26,water
Harbour seal ,CANE,M,103,4,5,2,DolphinCo-MSQ,13,103,M,0.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.013,-0.097,semiaquatic,0.799834255,26.4,water
Harbour seal ,CANE,M,103,8,5,2,DolphinCo-MSQ,13,103,M,1.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.013,0.204,semiaquatic,1.599558029,27,water
Bottlenose dolphin,Capi,M,192,9,5,1,DolphinCo-Cayman,32,192,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.283,0.255,aquatic,1.798870915,29,water
Bottlenose dolphin,Capi,M,192,7,5,2,DolphinCo-Cayman,32,192,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.283,0.146,aquatic,1.399587323,29,water
Bottlenose dolphin,Capi,M,192,5,5,1,DolphinCo-Cayman,32,192,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.283,0,aquatic,1,29,water
Capybara,Capytan,F,43,155,3.5,1,Kolmarden,1,43,F,44.3,Rodentia,Caviidae, Hydrochoerus,hydrochaeris,terrestrial,air,1.633,1.646,terrestrial,44.25883724,15,air
Capybara,Capytan,F,43,118,3,1,Kolmarden,1,43,F,39.3,Rodentia,Caviidae, Hydrochoerus,hydrochaeris,terrestrial,air,1.633,1.595,terrestrial,39.35500755,15,air
Capybara,Capytan,F,43,117,3.5,1,Kolmarden,1,43,F,33.4,Rodentia,Caviidae, Hydrochoerus,hydrochaeris,terrestrial,air,1.633,1.524,terrestrial,33.419504,14.4,air
Bottlenose dolphin,Carlo ,M,132,10,5,1,DolphinCo-IslaMujeres,14,132,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.121,0.301,aquatic,1.99986187,26.98,water
Bottlenose dolphin,Carlo ,M,132,9,5,2,DolphinCo-IslaMujeres,14,132,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.121,0.255,aquatic,1.798870915,27.15,water
Bottlenose dolphin,Carlo ,M,132,8,5,2,DolphinCo-IslaMujeres,14,132,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.121,0.204,aquatic,1.599558029,27.41,water
California sea lion ,Cartouche,M,147,18,5,1,ZooMarine,27,147,M,3.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.167,0.556,semiaquatic,3.597493352,18.5,water
California sea lion ,Cartouche,M,147,14,5,2,ZooMarine,27,147,M,2.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.167,0.447,semiaquatic,2.79898132,18.6,water
California sea lion ,Cartouche,M,152,13,5,2,ZooMarine,27,152,M,2.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.182,0.415,semiaquatic,2.600159563,19.4,water
California sea lion ,Cartouche,M,152,28,5,1,ZooMarine,27,152,M,5.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,air,2.182,0.748,semiaquatic,5.597576015,16,air
Lion,Casanova,M,228,41,5,1,Kolmarden,13,228,M,8.2,Carnivora,Felidae,Panthera ,leo,terrestrial,air,2.358,0.914,terrestrial,8.203515443,,air
Bottlenose dolphin,Cayman,M,150,7,5,2,DolphinCo-MSQ,12,150,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Cayman,M,150,7,5,2,DolphinCo-MSQ,12,150,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0.146,aquatic,1.399587323,31,water
Bottlenose dolphin,Cayman,M,150,8,5,2,DolphinCo-MSQ,12,150,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.176,0.204,aquatic,1.599558029,30,water
Bottlenose dolphin,Cecil,M,258.5,8,5,1,Kolmarden,39,258.5,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.412,0.204,aquatic,1.599558029,22,water
Bottlenose dolphin,Cecil,M,258.5,8,5,1,Kolmarden,39,258.5,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.412,0.204,aquatic,1.599558029,22,water
Bottlenose dolphin,Cecil,M,259.5,9,5,1,Kolmarden,39,259.5,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.414,0.255,aquatic,1.798870915,22,water
Bottlenose dolphin,Cecil,M,254,6,5,1,Kolmarden,39,254,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.405,0.079,aquatic,1.199499303,21,water
Bottlenose dolphin,Cecil,M,254,5,5,1,Kolmarden,39,254,M,1,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.405,0,aquatic,1,21,water
Bottlenose dolphin,Cecil,M,254,4,5,1,Kolmarden,39,254,M,0.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.405,-0.097,aquatic,0.799834255,21,water
Bottlenose dolphin,Cecil,M,264,10,5,1,Kolmarden,39,264,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.422,0.301,aquatic,1.99986187,22.4,water
Bottlenose dolphin,Cecil,M,264,10,5,1,Kolmarden,39,264,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.422,0.301,aquatic,1.99986187,22.4,water
Bottlenose dolphin,Cecil,M,264,7,5,1,Kolmarden,39,264,M,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.422,0.146,aquatic,1.399587323,22.4,water
Bottlenose dolphin,Cecil,M,257,6,5,1,Kolmarden,39,257,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.41,0.079,aquatic,1.199499303,22,water
Bottlenose dolphin,Cecil,M,257,12,5,1,Kolmarden,39,257,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.41,0.38,aquatic,2.398832919,22,water
Bottlenose dolphin,Cecil,M,257,8,5,1,Kolmarden,39,257,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.41,0.204,aquatic,1.599558029,22,water
Bottlenose dolphin,Cersei,M,117,9,5,2,DolphinCo-PuntaCana,8,117,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.068,0.255,aquatic,1.798870915,28.63,water
Bottlenose dolphin,Cersei,M,117,12,5,2,DolphinCo-PuntaCana,8,117,M,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.068,0.38,aquatic,2.398832919,28.7,water
Bottlenose dolphin,Cersei,M,117,11,5,2,DolphinCo-PuntaCana,8,117,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.068,0.342,aquatic,2.197859873,29.5,water
Manatee,César ,M,300,2,5,1,DolphinCo-Dreams,16,300,M,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.477,-0.398,aquatic,0.39994475,31.1,water
Manatee,César ,M,300,4,5,2,DolphinCo-Dreams,16,300,M,0.8,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.477,-0.097,aquatic,0.799834255,31.33,water
Manatee,César ,M,300,2,5,2,DolphinCo-Dreams,16,300,M,0.4,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,2.477,-0.398,aquatic,0.39994475,31.31,water
California sea lion ,CHAMP,M,119,27,5,3,DolphinCo-MSQ,5,119,M,5.4,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.076,0.732,semiaquatic,5.395106225,26.5,water
California sea lion ,CHAMP,M,119,33,5,3,DolphinCo-MSQ,5,119,M,6.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.076,0.82,semiaquatic,6.60693448,27.1,water
California sea lion ,CHAMP,M,119,18,5,2,DolphinCo-MSQ,5,119,M,3.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.076,0.556,semiaquatic,3.597493352,27.5,water
Bottlenose dolphin,Chaplin ,M,103,10,5,3,DolphinCo-IslaMujeres,5,103,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.013,0.301,aquatic,1.99986187,27.93,water
Bottlenose dolphin,Chaplin ,M,103,14,5,3,DolphinCo-IslaMujeres,5,103,M,2.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.013,0.447,aquatic,2.79898132,27.15,water
Bottlenose dolphin,Chaplin ,M,103,9,5,2,DolphinCo-IslaMujeres,5,103,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.013,0.255,aquatic,1.798870915,27.41,water
Bottlenose dolphin,Charlie,M,125,11,5,1,DolphinCo-Cozumel,13,125,M,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.097,0.342,aquatic,2.197859873,27.9,water
Bottlenose dolphin,Charlie,M,125,13,5,2,DolphinCo-Cozumel,13,125,M,2.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.097,0.415,aquatic,2.600159563,28.4,water
Bottlenose dolphin,Charlie,M,125,10,5,1,DolphinCo-Cozumel,13,125,M,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.097,0.301,aquatic,1.99986187,28,water
Alpaca,CHICCO,M,71.2,85,5,2,DolphinCo,4,71.2,M,17,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.852,1.23,terrestrial,16.98243652,21,air
Alpaca,CHICCO,M,71.2,113,5,2,DolphinCo,4,71.2,M,22.6,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.852,1.354,terrestrial,22.5943577,19,air
Alpaca,CHICCO,M,71.2,95,5,2,DolphinCo,4,71.2,M,19,Artiodactyla,Camelidae,Vicugna ,pacos,terrestrial,air,1.852,1.279,terrestrial,19.0107828,19,air
Harbor seal,Chico,M,86,12,5,2,ZooMarine,23,86,M,2.4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.934,0.38,semiaquatic,2.398832919,20.5,water
Harbor seal,Chico,M,86,15,5,2,ZooMarine,23,86,M,3,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.934,0.477,semiaquatic,2.999162519,21.2,water
Harbor seal,Chico,M,86,20,5,2,ZooMarine,23,86,M,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,1.934,0.602,semiaquatic,3.999447498,20.4,water
Harbor seal,Chico,M,86,20,5,1,ZooMarine,23,86,M,4,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,air,1.934,0.602,semiaquatic,3.999447498,19,air
Bottlenose dolphin,Citlalli ,F,103,12,5,2,DolphinCo-IslaMujeres,10,103,F,2.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.013,0.38,aquatic,2.398832919,26.98,water
Bottlenose dolphin,Citlalli ,F,103,10,5,2,DolphinCo-IslaMujeres,10,103,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.013,0.301,aquatic,1.99986187,27.15,water
Bottlenose dolphin,Citlalli ,F,103,10,5,2,DolphinCo-IslaMujeres,10,103,F,2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.013,0.301,aquatic,1.99986187,27.41,water
California sea lion ,Clara,F,73,10,5,2,MysticAquarium,9,73,F,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.301,semiaquatic,1.99986187,23,water
California sea lion ,Clara,F,73,15,5,2,MysticAquarium,9,73,F,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.477,semiaquatic,2.999162519,22,water
California sea lion ,Clara,F,73,15,5,2,MysticAquarium,9,73,F,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.477,semiaquatic,2.999162519,22.27777778,water
California sea lion ,Clara,F,73,13,5,2,MysticAquarium,9,73,F,2.6,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,1.863,0.415,semiaquatic,2.600159563,22.27777778,water
Florida manatee ,CLARITY,F,900,6,5,1,DolphinCo-MSQ,14,900,F,1.2,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,2.954,0.079,aquatic,1.199499303,26.5,water
Florida manatee ,CLARITY,F,900,6,5,1,DolphinCo-MSQ,14,900,F,1.2,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,2.954,0.079,aquatic,1.199499303,26,water
Florida manatee ,CLARITY,F,900,4,5,1,DolphinCo-MSQ,14,900,F,0.8,Sirenia,Trichechidae,Trichechus  ,manatus latirostris,aquatic,water,2.954,-0.097,aquatic,0.799834255,26.4,water
California sea lion ,CLYDE,M,275,15,5,2,DolphinCo-MSQ,19,275,M,3,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.439,0.477,semiaquatic,2.999162519,26.5,water
California sea lion ,CLYDE,M,275,10,5,2,DolphinCo-MSQ,19,275,M,2,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.439,0.301,semiaquatic,1.99986187,27.1,water
California sea lion ,CLYDE,M,275,19,5,2,DolphinCo-MSQ,19,275,M,3.8,Carnivora,Otariidae,Zalophus,californianus,semiaquatic,water,2.439,0.58,semiaquatic,3.801893963,27.5,water
Bottlenose dolphin,Cobalt,M,263,9,5,2,DolphinCo-MSQ,13,263,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.42,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,Cobalt,M,263,9,5,2,DolphinCo-MSQ,13,263,M,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.42,0.255,aquatic,1.798870915,31,water
Bottlenose dolphin,Cobalt,M,263,8,5,2,DolphinCo-MSQ,13,263,M,1.6,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.42,0.204,aquatic,1.599558029,30,water
Bottlenose dolphin,Coco,F,149,7,5,1,DolphinCo-PuntaCana,14,149,F,1.4,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.146,aquatic,1.399587323,28.57,water
Bottlenose dolphin,Coco,F,149,11,5,2,DolphinCo-PuntaCana,14,149,F,2.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.342,aquatic,2.197859873,28.63,water
Bottlenose dolphin,Coco,F,149,9,5,2,DolphinCo-PuntaCana,14,149,F,1.8,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.173,0.255,aquatic,1.798870915,28.5,water
Harbour seal ,COLLOSUS,M,125,13,5,2,DolphinCo-MSQ,17,125,M,2.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.097,0.415,semiaquatic,2.600159563,26.5,water
Harbour seal ,COLLOSUS,M,125,34,5,3,DolphinCo-MSQ,17,125,M,6.8,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.097,0.833,semiaquatic,6.807693587,27.7,water
Harbour seal ,COLLOSUS,M,125,8,5,2,DolphinCo-MSQ,17,125,M,1.6,Carnivora,Phocidae,Phoca,vitulina,semiaquatic,water,2.097,0.204,semiaquatic,1.599558029,26.5,water
Manatee,Conchis,F,1650,4,5,1,DolphinCo-IslaMujeres,9,1650,F,0.8,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,3.217,-0.097,aquatic,0.799834255,26.98,water
Manatee,Conchis,F,1650,3,5,2,DolphinCo-IslaMujeres,9,1650,F,0.6,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,3.217,-0.222,aquatic,0.599791076,27.15,water
Manatee,Conchis,F,1650,3,5,1,DolphinCo-IslaMujeres,9,1650,F,0.6,Sirenia,Trichechidae,Trichechus  ,manatus,aquatic,water,3.217,-0.222,aquatic,0.599791076,27.41,water
Bottlenose dolphin,Copernico,M,176,6,5,2,DolphinCo-Cayman,23,176,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.246,0.079,aquatic,1.199499303,29,water
Bottlenose dolphin,Copernico,M,176,6,5,1,DolphinCo-Cayman,23,176,M,1.2,Artiodactyla,Delphinidae,Tursiops,truncatus,aquatic,water,2.246,0.079,aquatic,1.199499303,29,water
